priority	match_kind	record_id	original	current_edition	proposed_edition	changes	authority	translation
A	whole-entry older exact	v94-diccionario-global-snp:000077	achtonti	achtonti	achtontli	insert l after t,current:insert l after t	153? Trilingüe:2 | 1571 Molina 1:2 | 1565 Sahagún Escolios:1 | 1571 Molina 2:1 | 1580 CF Index:1	bisabuelo
A	whole-entry older exact	v94-diccionario-global-snp:000117	aitskuinti	aitzcuinti	aitzcuintli	current:insert l after t	1580 CF Index:2 | 1580 Sahagún/Máynez:1	nutria (lutra annectens, lit. perro de agua)
A	whole-entry older exact	v94-diccionario-global-snp:000121	ajá	aá	aha	j>h	1547 Olmos_G:1	sí (afirmativo)
A	whole-entry older exact	v94-diccionario-global-snp:000126	ajakat	aacatl	ahacatl	-kat>-catl	1580 CF Index:1	entrometido (tentón, metiche en México)
A	whole-entry older exact	v94-diccionario-global-snp:000140	ajauiliya	aahuilia	ahahuilia	-uiliya>-huilia	1780 ? Bnf_361:4 | 1571 Molina 1:3 | 153? Trilingüe:1 | 1547 Olmos_V ?:1 | 1571 Molina 2:1	vt. mojarle algo a o para alguien
A	whole-entry older exact	v94-diccionario-global-snp:000216	ajkopatani	acopatani	acopatlani	current:insert l after t	1580 CF Index:1	vi. levantar el vuelo. volar hacia arriba
A	whole-entry older exact	v94-diccionario-global-snp:000377	ajtapal	atapalli	atlapalli	current:insert l after t	1571 Molina 1:2 | 1580 CF Index:2 | 1780 ? Bnf_361:2 | 1780 Clavijero:2 | 1571 Molina 2:1	ala (p.e. de un ave o de un ángel)
A	whole-entry older exact	v94-diccionario-global-snp:000378	ajtapalej	atapale	atlapale	current:insert l after t	1580 CF Index:2	alado, que tiene alas
A	whole-entry older exact	v94-diccionario-global-snp:000466	akapechti	acapechti	acapechtli	current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:1 | 1579 Durán:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	cama de zacate. estera
A	whole-entry older exact	v94-diccionario-global-snp:001137	amo patauak	amo patahuac	amo patlahuac	current:insert l after t	1571 Molina 1:2 | 1765 Cortés y Zedeño:2 | 1780 ? Bnf_361:2	angosto, estrecho
A	whole-entry older exact	v94-diccionario-global-snp:001404	apetsti	apetzti	apetztli	current:insert l after t	1580 CF Index:2 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	barniz, barniz de aceite de chía
A	whole-entry older exact	v94-diccionario-global-snp:001485	asnojkonet	asnoconetl	aznoconetl	current:s>z	153? Trilingüe:1 | 1780 ? Bnf_361:1	cría de asno
A	whole-entry older exact	v94-diccionario-global-snp:001504	atakomol	atacomolli	atlacomolli	current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:1 | 1580 CF Index:1 | 1580 Sahagún/Máynez:1 | 17?? Bnf_362:1	pozo
A	whole-entry older exact	v94-diccionario-global-snp:001524	atauaj	atahua	atlahua	current:insert l after t	1580 CF Index:2	río
A	whole-entry older exact	v94-diccionario-global-snp:001569	atenti	atenti	atentli	insert l after t,current:insert l after t	153? Trilingüe:1 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1	banco de un río. localidad indígena (topónimo)
A	whole-entry older exact	v94-diccionario-global-snp:001733	auilti	ahuilti	ahuilli	current:insert l after t+ltl>ll	1580 CF Index:2 | 1645 Carochi:1	juego
A	whole-entry older exact	v94-diccionario-global-snp:001807	axuiya	axhuiya	axhuia	-uiya>-huia,current:-iya>-ia	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vi. barnizar
A	whole-entry older exact	v94-diccionario-global-snp:001835	ayauiya	ayahuia	ayahuiya	V-u-V>V-hu-V	1580 CF Index:2	vt. (?)
A	whole-entry older exact	v94-diccionario-global-snp:002069	chauananti	chahuananti	chahuanantli	current:insert l after t	1580 CF Index:2 | 153? Trilingüe:1 | 1547 Olmos_V ?:1 | 1565 Sahagún Escolios:1 | 1571 Molina 1:1	madrastra
A	whole-entry older exact	v94-diccionario-global-snp:002213	chichinauiya	chichinahuiya	chichinahuia	-iya>-ia,-uiya>-huia,current:-iya>-ia	1580 Sahagún/Máynez:1	vi. quemarse
A	whole-entry older exact	v94-diccionario-global-snp:002254	chichti	chichti	chichtli	insert l after t,current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1580 Sahagún/Máynez:1	lechuza (ave de mal augurio). mochuela. búho
A	whole-entry older exact	v94-diccionario-global-snp:002501	chikotajtoua	chicotatoa	chicotlatoa	current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:1 | 1645 Carochi:1 | 17?? Bnf_362:1 | 1759 Paredes:1	vi. desvariar al hablar, despistar, desviar la conversación, hablar volublemente
A	whole-entry older exact	v94-diccionario-global-snp:002591	chilpatauak	chilpatahuac	chilpatlahuac	current:insert l after t	1580 CF Index:1	chile ancho
A	whole-entry older exact	v94-diccionario-global-snp:002749	chiuiya	chihuiya	chihuia	-iya>-ia,-uiya>-huia,current:-iya>-ia	153? Trilingüe:3	vi. ocurrir. hacerse
A	whole-entry older exact	v94-diccionario-global-snp:002822	chokisti	choquizti	choquiztli	current:insert l after t	1571 Molina 1:5 | 1580 CF Index:2 | 153? Trilingüe:1 | 1571 Molina 2:1 | 1595 Rincón:1	llanto. savia, néctar
A	whole-entry older exact	v94-diccionario-global-snp:002893	cristianoj	criztiano	cristiano	j>zero	1571 Molina 1:1	ser humano. persona
A	whole-entry older exact	v94-diccionario-global-snp:002940	desconfiaroua	dezconfiaroa	desconfiaroa	oua>oa,-oua>-oa	1765 Cortés y Zedeño:1	vi. desconfiar, no fiarse
A	whole-entry older exact	v94-diccionario-global-snp:003119	elmatat	elmatatl	elmatlatl	-t>-tl,current:insert l after t	1571 Molina 2:1	epiplón, membrana que envuelve los intestinos
A	whole-entry older exact	v94-diccionario-global-snp:003152	elotaxkal	elotaxcalli	elotlaxcalli	current:insert l after t	1580 CF Index:1 | 1580 Sahagún/Máynez:1	tortillas de maíz tierno, tortilla de elote
A	whole-entry older exact	v94-diccionario-global-snp:003162	elpanti	elpanti	elpantli	insert l after t,current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1 | 1692 Guerra:1	pecho
A	whole-entry older exact	v94-diccionario-global-snp:003232	esti	ezti	eztli	current:insert l after t	1571 Molina 1:2 | 1692 Guerra:2 | 153? Trilingüe:1 | 1547 Olmos_G:1 | 1571 Molina 2:1	sangre
A	whole-entry older exact	v94-diccionario-global-snp:003240	esyoua	ezyohua	ezyoa	-oua>-oa	1571 Molina 2:1	vi. sangrar. mancharse de sangre
A	whole-entry older exact	v94-diccionario-global-snp:003280	euiya	ehuiya	ehuia	-iya>-ia,-uiya>-huia,current:-iya>-ia	1571 Molina 2:1 | 1780 ? Bnf_361:1	vi. surgir
A	whole-entry older exact	v94-diccionario-global-snp:003384	gastaroua	Gaztaroa	gastaroa	oua>oa,-oua>-oa	1765 Cortés y Zedeño:1	vt. gastar algo (p.e. gastar dinero)
A	whole-entry older exact	v94-diccionario-global-snp:003551	ichtakataxtauiya	ichtacatlaxtahuia	ichtacatlaxtlahuia	current:insert l after t	1571 Molina 1:1 | 1780 ? Bnf_361:1	vt. pagar en secreto
A	whole-entry older exact	v94-diccionario-global-snp:003572	ichti	ichti	ichtli	insert l after t,current:insert l after t	1571 Molina 1:3 | 1547 Olmos_G:2 | 1571 Molina 2:1 | 1580 CF Index:1 | 1580 Sahagún/Máynez:1	fibra. ixtle, filamento o hilo del maguey
A	whole-entry older exact	v94-diccionario-global-snp:003663	ijistak	iiztac	iiztlac	current:insert l after t	1580 CF Index:1	blanco
A	whole-entry older exact	v94-diccionario-global-snp:003667	ijitoua	iitoa	ihitoa	-oua>-oa	153? Trilingüe:1	vt. insultar a alguien
A	whole-entry older exact	v94-diccionario-global-snp:003672	ijiya	iia	ihiya	j>h	1565 Sahagún Escolios:1 | 1571 Molina 1:1 | 1595 Rincón:1 | 1780 Clavijero:1	vi. oler mal, dar asco. vt. tenerle asco a algo o a alguien
A	whole-entry older exact	v94-diccionario-global-snp:003831	ijtaka	itaca	itlaca	current:insert l after t	1580 CF Index:1	tacos envueltos con comida para llevar al campo
A	whole-entry older exact	v94-diccionario-global-snp:003832	ijtakat	itlacatl	itacatl	-kat>-catl	1571 Molina 1:4 | 153? Trilingüe:2 | 1780 ? Bnf_361:2 | 1547 Olmos_G:1 | 1571 Molina 2:1	itacate (comida para llevar, provisión de comida que se lleva en un paquete). provisión. provisión de comida
A	whole-entry older exact	v94-diccionario-global-snp:003840	ijtakoua	itacoa	itlacoa	current:insert l after t	1571 Molina 1:5 | 1611 Arenas:4 | 1765 Cortés y Zedeño:4 | 1547 Olmos_V ?:2 | 1571 Molina 2:2	vt. perjudicar. arruinar, estropear, causar un daño (p.e. en un vehículo). hacer daño a alguien. dañar a alguien o algo. afectar negativamente a alguien. traumatizar a alguien. vr. perjudicarse. dañarse, herirse, hacerse daño. perjudicarse a sí mismo. sufrir un daño
A	whole-entry older exact	v94-diccionario-global-snp:003848	ijtauiya	itahuiya	itlahuia	current:-iya>-ia	1629 Alarcón:1	vi. (ser dicho?). decir algo en lugar de alguien
A	whole-entry older exact	v94-diccionario-global-snp:004123	iknotajtoua	icnotatoa	icnotlatoa	current:insert l after t	1571 Molina 1:1 | 1780 ? Bnf_361:1	vi. hablar con humildad
A	whole-entry older exact	v94-diccionario-global-snp:004211	ikuitapampa	icuitapampa	icuitlapampa	current:insert l after t	1580 CF Index:3	su parte trasera
A	whole-entry older exact	v94-diccionario-global-snp:004214	ikuitapilko	icuitapilco	icuitlapilco	current:insert l after t	1580 CF Index:4	en su cola
A	whole-entry older exact	v94-diccionario-global-snp:004260	iliuiya	ilihuiya	ilihuia	-iya>-ia,-uiya>-huia,current:-iya>-ia	17?? Bnf_362:1	vi. apresurarse
A	whole-entry older exact	v94-diccionario-global-snp:004745	istakoua	iztacoa	iztlacoa	current:insert l after t	1571 Molina 1:6 | 1780 ? Bnf_361:3 | 1571 Molina 2:2 | 1765 Cortés y Zedeño:2 | 153? Trilingüe:1	vt. (darse cuenta de algo?). leer algo. (observar algo?)
A	whole-entry older exact	v94-diccionario-global-snp:004752	istaktaol	iztactaolli	iztactlaolli	current:insert l after t	1571 Molina 1:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	maíz blanco
A	whole-entry older exact	v94-diccionario-global-snp:004765	istakyo	iztacyo	iztlacyo	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1759 Paredes:1 | 1780 ? Bnf_361:1	clara de huevo (posesión obligatoria)
A	whole-entry older exact	v94-diccionario-global-snp:004766	istakyoj	iztacyo	iztlacyo	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1759 Paredes:1 | 1780 ? Bnf_361:1	blancura
A	whole-entry older exact	v94-diccionario-global-snp:005056	itskakti	itzcacti	itzcactli	current:insert l after t	1571 Molina 1:1 | 1580 CF Index:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	sandalias de que usaban los nobles
A	whole-entry older exact	v94-diccionario-global-snp:005520	ixnesiya	ixneciya	ixnecia	-iya>-ia,current:-iya>-ia	1580 CF Index:1	vi. aparecer
A	whole-entry older exact	v94-diccionario-global-snp:005631	ixpetaniya	ixpetania	ixpetlania	-iya>-ia,current:insert l after t	1571 Molina 2:1	vr. compartir. andar consciente. distraerse, entretenerse (con sentido de divertirse). divertirse. salir a pasearse. vi. despertar. vt. despertar a alguien. educar a alguien. cumplir, respetar (p.e. una ley)
A	whole-entry older exact	v94-diccionario-global-snp:005740	ixtapachoua	ixtapachoa	ixtlapachoa	-oua>-oa,current:insert l after t	1780 Clavijero:1	embrocar. vt. (cubrir o tapar una superficie?)
A	whole-entry older exact	v94-diccionario-global-snp:005743	ixtapaloua	ixtapaloa	ixtlapaloa	-oua>-oa,current:insert l after t	1571 Molina 1:2 | 1547 Olmos_V ?:1 | 1571 Molina 2:1 | 17?? Bnf_362:1 | 1765 Cortés y Zedeño:1	vi. atravesar. cruzar
A	whole-entry older exact	v94-diccionario-global-snp:005755	ixtatiya	ixtatia	ixtlatia	-tiya>-tia,-iya>-ia,current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:2 | 1780 ? Bnf_361:1	vr. esconderse. (esconder el rostro, esconder la cabeza?). quemarse los ojos
A	whole-entry older exact	v94-diccionario-global-snp:005756	ixtatsiniya	ixtatzinia	ixtlatzinia	current:insert l after t	1571 Molina 1:3 | 1571 Molina 2:2 | 1780 ? Bnf_361:2 | 1547 Olmos_V ?:1 | 17?? Bnf_362:1	vt. pegarle una bofetada a alguien
A	whole-entry older exact	v94-diccionario-global-snp:005759	ixtaua	ixtahua	ixtlahua	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:8 | 1571 Molina 1:4 | 1611 Arenas:2 | 1759 Paredes:2 | 153? Trilingüe:1	vt. pagar algo, pagar al comprar algo. vr. pagarse (al producir ingresos que cubren un gasto inicial). pagarse (algo). financiarse. cubrirse los gastos
A	whole-entry older exact	v94-diccionario-global-snp:005765	ixtauat	ixtahuatl	ixtlahuatl	-uat>-huatl,current:insert l after t	1580 CF Index:6 | 1571 Molina 1:4 | 153? Trilingüe:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1	potrero, terreno con pastos para apacentar animales domésticos (sea tierra plana o montañosa). pradera, llano, llanura, pampa. campo. pastizal. paisaje. rastrojo, rastrojera
A	whole-entry older exact	v94-diccionario-global-snp:005768	ixtauiliya	ixtahuilia	ixtlahuilia	-uiliya>-huilia,current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:2 | 1611 Arenas:1 | 1759 Paredes:1 | 1780 Clavijero:1	vt. pagar a alguien, pagar una deuda. alumbrar. pagarle a alguien algo (p.e. un traste roto, una mercancia comprada). pagar algo (p.e. a tanto el litro)
A	whole-entry older exact	v94-diccionario-global-snp:005769	ixtauiya	ixtahuia	ixtlahuia	-uiya>-huia,current:insert l after t	1765 Cortés y Zedeño:2 | 153? Trilingüe:1 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 2:1 | 1759 Paredes:1	vt. pagar algo
A	whole-entry older exact	v94-diccionario-global-snp:005773	ixtayoua	ixtayohua	ixtlayohua	current:insert l after t	1547 Olmos_G:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vi. desmayarse. marearse (por el alcohol). desvanecerse
A	whole-entry older exact	v94-diccionario-global-snp:005855	ixtsonti	ixtzonti	ixtzontli	current:insert l after t	1580 CF Index:1	ceja
A	whole-entry older exact	v94-diccionario-global-snp:005900	ixuiya	ixhuiya	ixhuia	-uiya>-huia,current:-iya>-ia	1571 Molina 1:4 | 153? Trilingüe:1 | 1547 Olmos_V ?:1 | 1571 Molina 2:1 | 17?? Bnf_362:1	vi. saciar. quedar satisfecho, quedar harto de comer, quedar saciado
A	whole-entry older exact	v94-diccionario-global-snp:006067	kajtij	cati	catli	current:insert l after t	1580 CF Index:1 | 1611 Arenas:1 | 1629 Alarcón:1	saludo inicial femenino
A	whole-entry older exact	v94-diccionario-global-snp:006119	kakaxti	cacaxti	cacaxtli	current:insert l after t	1580 CF Index:2 | 153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1579 Durán:1	angarilla donde llevan la carga, tipo de canasta hecho de bejucos que se utilizaba antiguamente para cargar cosas
A	whole-entry older exact	v94-diccionario-global-snp:006142	kakistiya	caquiztiya	caquiztia	current:-tiya>-tia+-iya>-ia	1580 CF Index:2 | 17?? Bnf_362:1 | 1759 Paredes:1	vi. sonar, escucharse. latir el corazón. hacer ruido
A	whole-entry older exact	v94-diccionario-global-snp:006178	kalaktiya	calactiya	calactia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1765 Cortés y Zedeño:1	vi. entrar a algún sitio
A	whole-entry older exact	v94-diccionario-global-snp:006389	kaltitan	caltitan	caltitlan	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:1	otros lugares, en otros lugares
A	whole-entry older exact	v94-diccionario-global-snp:006452	kamatsonti	camatzonti	camatzontli	current:insert l after t	1571 Molina 2:1 | 1580 CF Index:1	vello de la mejilla
A	whole-entry older exact	v94-diccionario-global-snp:006621	kanaujti	canauhti	canauhtli	current:insert l after t	1571 Molina 1:2 | 1611 Arenas:2 | 153? Trilingüe:1 | 1571 Molina 2:1 | 1580 CF Index:1	pato, ganso
A	whole-entry older exact	v94-diccionario-global-snp:006661	kanti	canti	cantli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	boca (parte del cuerpo humano)
A	whole-entry older exact	v94-diccionario-global-snp:006680	kapolokti	capolocti	capoloctli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1598 Tezozomoc:1	vino, licor de cerezas
A	whole-entry older exact	v94-diccionario-global-snp:006691	kati?	cati?	catli?	current:insert l after t	1571 Molina 2:1	¿cuál?
A	whole-entry older exact	v94-diccionario-global-snp:006886	kechti	quechti	quechtli	current:insert l after t	1571 Molina 1:3 | 153? Trilingüe:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1580 CF Index:1	cuello. garganta
A	whole-entry older exact	v94-diccionario-global-snp:006907	kejkeluiya	quequelhuiya	quequelhuia	current:-iya>-ia	1571 Molina 2:1	vi. burlarse
A	whole-entry older exact	v94-diccionario-global-snp:007109	kesti	quezti	queztli	current:insert l after t	153? Trilingüe:1 | 1580 CF Index:1	pierna en general, puede aplicarse a humanos y animales. muslo (p.e. de pollo). talud, pendiente
A	whole-entry older exact	v94-diccionario-global-snp:007310	kochisti	cochizti	cochiztli	current:insert l after t	1571 Molina 1:2 | 153? Trilingüe:1 | 1565 Sahagún Escolios:1 | 1571 Molina 2:1 | 1580 CF Index:1	sueño, dormida (acto de dormir)
A	whole-entry older exact	v94-diccionario-global-snp:007629	kostiya	coztiya	coztia	current:-tiya>-tia+-iya>-ia	1571 Molina 1:1 | 1571 Molina 2:1	vi. amarillear, ponerse, hacerse o volverse amarillo. amarillearse
A	whole-entry older exact	v94-diccionario-global-snp:007650	kotsti	cotzti	cotztli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1 | 17?? Bnf_362:1	talón. pantorrilla. calcañar
A	whole-entry older exact	v94-diccionario-global-snp:007670	kouatichan	coatichan	coatlichan	current:insert l after t	1645 Carochi:1	cohuatichan, topónimo de cuetzalan del progreso, puebla
A	whole-entry older exact	v94-diccionario-global-snp:007899	kuachpanti	cuachpanti	cuachpantli	current:insert l after t	1571 Molina 1:3 | 1571 Molina 2:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	bandera, estandarte, pendón
A	whole-entry older exact	v94-diccionario-global-snp:007900	kuachti	cuachti	cuachtli	current:insert l after t	153? Trilingüe:1 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1579 Durán:1	multa que servía como unidad de monetaria. pieza de tela que se llevaba en la espalda
A	whole-entry older exact	v94-diccionario-global-snp:008029	kualaniya	cualaniya	cualania	-iya>-ia,current:-iya>-ia	1765 Cortés y Zedeño:6 | 1547 Olmos_V ?:2 | 1565 Sahagún Escolios:2 | 1571 Molina 1:2 | 1611 Arenas:2	vi. enojarse, enfadarse. molestarse (p.e. por un comentario). enojarse (con alguien por algo). valiente (adj.)
A	whole-entry older exact	v94-diccionario-global-snp:008247	kuapatachtik	cuapatachtic	cuapatlachtic	current:insert l after t	1580 CF Index:1	que tiene la cabeza ancha, aplanada
A	whole-entry older exact	v94-diccionario-global-snp:008248	kuapatauak	cuapatahuac	cuapatlahuac	current:insert l after t	1580 CF Index:1 | 1780 Clavijero:1	de cabeza ancha
A	whole-entry older exact	v94-diccionario-global-snp:008409	kuaujtajnemi	cuauhtanemi	cuauhtlanemi	current:insert l after t	1580 CF Index:1	vi. cazar (lit. andar por el bosque o monte)
A	whole-entry older exact	v94-diccionario-global-snp:008410	kuaujtajnemini	cuauhtanemini	cuauhtlanemini	current:insert l after t	153? Trilingüe:2	cazador (lit. caminante del bosque o del monte)
A	whole-entry older exact	v94-diccionario-global-snp:008412	kuaujtajpeual	cuauhtapehualli	cuauhtlapehualli	current:insert l after t	1580 CF Index:1	dueño del bosque (ser mitológico)
A	whole-entry older exact	v94-diccionario-global-snp:008423	kuaujtakuijkuilis	cuauhtacuicuiliztli	cuauhtlacuicuiliztli	current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	escultura
A	whole-entry older exact	v94-diccionario-global-snp:008446	kuaujtenti	cuauhtenti	cuauhtentli	current:insert l after t	1571 Molina 2:1 | 1580 CF Index:1	tronco
A	whole-entry older exact	v94-diccionario-global-snp:008513	kuechtiya	cuechtiya	cuechtia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1580 CF Index:1	vi. quedar convertido en polvo (p.e. tras un proceso de molido)
A	whole-entry older exact	v94-diccionario-global-snp:008548	kuekuetaxtik	cuecuetaxtic	cuecuetlaxtic	current:insert l after t	1580 CF Index:1	flexible
A	whole-entry older exact	v94-diccionario-global-snp:008603	kuetani	cuetani	cuetlani	current:insert l after t	1571 Molina 1:4 | 1571 Molina 2:1 | 1580 CF Index:1	vi. doblarse. temblar
A	whole-entry older exact	v94-diccionario-global-snp:008604	kuetaui	cuetahui	cuetlahui	current:insert l after t	17?? Bnf_362:1	vi. temblar (de debilidad). desmayar. marchitarse (una planta). estar débil, estar decaído. debilitarse
A	whole-entry older exact	v94-diccionario-global-snp:008606	kuetauilis	cuetahuiliztli	cuetlahuiliztli	current:insert l after t	1571 Molina 1:1	debilidad, fragilidad, decaimiento, acción de marchitarse
A	whole-entry older exact	v94-diccionario-global-snp:008613	kuetauiya	cuetahuiya	cuetlahuia	current:-iya>-ia	1571 Molina 1:1 | 1571 Molina 2:1 | 17?? Bnf_362:1	vi. marchitarse. desmayarse
A	whole-entry older exact	v94-diccionario-global-snp:008628	kuetaxkol	cuetaxcolli	cuetlaxcolli	current:insert l after t	1759 Paredes:1	un tipo de gusano. intestinos, tripas. cordón umbilical. lombriz de tierra
A	whole-entry older exact	v94-diccionario-global-snp:008634	kuetaxmekat	cuetaxmecatl	cuetlaxmecatl	current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:1	corteza de la planta llamada matacaballo (trema micrantha), sirve para amarrar
A	whole-entry older exact	v94-diccionario-global-snp:008635	kuetaxochit	cuetaxochitl	cuetlaxochitl	current:insert l after t	1580 CF Index:1 | 1580 Sahagún/Máynez:1 | 1780 Clavijero:1	flor dе pascua о pascuaxochitl, euphorbia pulcherrima (significa flor cueruda)
A	whole-entry older exact	v94-diccionario-global-snp:008649	kuetaxtik	cuetaxtic	cuetlaxtic	current:insert l after t	1580 CF Index:1	correoso
A	whole-entry older exact	v94-diccionario-global-snp:008651	kuetaxuiya	cuetaxhuia	cuetlaxhuia	current:insert l after t	1571 Molina 2:1	vt. pegar a alguien con un cuero. azotar con un látigo. azotar (cuartear en México). dar latigazos a alguien (como castigo)
A	whole-entry older exact	v94-diccionario-global-snp:008758	kuitaololtik	cuitaololtic	cuitlaololtic	current:insert l after t	1580 CF Index:1	que tiene el abdomen boludo (p.e. un insecto)
A	whole-entry older exact	v94-diccionario-global-snp:008764	kuitapil	cuitapilli	cuitlapilli	current:insert l after t	1571 Molina 1:2 | 1580 CF Index:2 | 153? Trilingüe:1 | 1565 Sahagún Escolios:1 | 1571 Molina 2:1	cola o rabo de un animal
A	whole-entry older exact	v94-diccionario-global-snp:008765	kuitapilej	cuitapile	cuitlapile	current:insert l after t	1580 CF Index:2 | 17?? Bnf_362:1	que tiene cola, con cola (p.e. un animal)
A	whole-entry older exact	v94-diccionario-global-snp:008768	kuitapilko	cuitapilco	cuitlapilco	current:insert l after t	1580 CF Index:1	en la cola de un animal, siempre poseído
A	whole-entry older exact	v94-diccionario-global-snp:008775	kuitapilueyak	cuitapilhueyac	cuitlapilhueyac	current:insert l after t	1571 Molina 1:1 | 1580 CF Index:1 | 17?? Bnf_362:1	que tiene la cola larga (p.e. un ave)
A	whole-entry older exact	v94-diccionario-global-snp:008778	kuitat	cuitatl	cuitlatl	current:insert l after t	153? Trilingüe:3 | 1571 Molina 1:3 | 1580 CF Index:2 | 1645 Carochi:2 | 1547 Olmos_G:1	excremento (de cualquier ser vivo). estiércol. heces
A	whole-entry older exact	v94-diccionario-global-snp:008786	kuitatsayani	cuitatzayani	cuitlatzayani	current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1	vi. romperse, rajarse, abrirse
A	whole-entry older exact	v94-diccionario-global-snp:008788	kuitauiya	cuitahuia	cuitlahuia	current:insert l after t	1571 Molina 1:5 | 1571 Molina 2:4 | 1551-95 Documentos nahuas de la Ciudad de México:3 | 1780 ? Bnf_361:3 | 1547 Olmos_V ?:2	vt. ensuciar. vr. defecar
A	whole-entry older exact	v94-diccionario-global-snp:008790	kuitaxiloyot	cuitaxiloyotl	cuitlaxiloyotl	current:insert l after t	1571 Molina 2:1 | 17?? Bnf_362:1	dorso, espinazo de un animal
A	whole-entry older exact	v94-diccionario-global-snp:008793	kuitaxkol	cuitaxcolli	cuitlaxcolli	current:insert l after t	1580 CF Index:3 | 153? Trilingüe:2 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 Sahagún/Máynez:1	intestino grueso de un ser vivo (no hay un término específico para intestino grueso). tripa, tripas, intestinos
A	whole-entry older exact	v94-diccionario-global-snp:008796	kuitayo	cuitayo	cuitlayo	current:insert l after t	1571 Molina 1:2 | 153? Trilingüe:1 | 1571 Molina 2:1 | 1580 CF Index:1	excrementos
A	whole-entry older exact	v94-diccionario-global-snp:008941	kuoujtajtotot	cuauhtatototl	cuauhtlatototl	current:insert l after t	17?? Bnf_362:1	ave salvaje, ave silvestre (lit. ave de monte)
A	whole-entry older exact	v94-diccionario-global-snp:008976	kuoujtiya	cuauhtiya	cuauhtia	current:-tiya>-tia+-iya>-ia	17?? Bnf_362:1 | 1780 Clavijero:1	vi. cansarse (p.e. de estar sentado). envararse, entumecerse
A	whole-entry older exact	v94-diccionario-global-snp:009162	machti	machti	machtli	insert l after t,current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1547 Olmos_G:1 | 1565 Sahagún Escolios:1 | 1571 Molina 2:1	sobrino
A	whole-entry older exact	v94-diccionario-global-snp:009366	majtak	matac	matlac	current:insert l after t	1571 Molina 2:1 | 1580 CF Index:1 | 17?? Bnf_362bis:1	decena. diez
A	whole-entry older exact	v94-diccionario-global-snp:009370	majtakpoual	matacpohualli	matlacpohualli	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1 | 17?? Bnf_362:1	doscientos
A	whole-entry older exact	v94-diccionario-global-snp:009382	majtaktika	matactica	matlactica	current:insert l after t	1580 CF Index:1	décimo (ordinal). la décima vez
A	whole-entry older exact	v94-diccionario-global-snp:009474	makochti	macochti	macochtli	current:insert l after t	1580 CF Index:1	(?)
A	whole-entry older exact	v94-diccionario-global-snp:009784	mapatauak	mapatahuac	mapatlahuac	current:insert l after t	1580 CF Index:1	que tiene las manos anchas. que tiene las hojas anchas (una planta)
A	whole-entry older exact	v94-diccionario-global-snp:009971	matakkan	mataccan	matlaccan	current:insert l after t	1571 Molina 2:1 | 1645 Carochi:1	en diez lugares
