record_id	route	escritura_original	texto_estandarizado	source_traduccion	old_traduccion	new_traduccion	old_comentario	new_comentario
1992-karttunen:004694	general	tlāhuāncātequi-tl	tlahuancatequitl	possessed form; drunkenness seen as an occupation / vuestra ocupación de borrachera	possessed form; drunkenness seen as an occupation / vuestra ocupación de borrachera	possessed form: drunkenness seen as an occupation / vuestra ocupación de borrachera	<b>1992 Karttunen original:</b> TLĀHUĀNCĀTEQUI-TL possessed form: -TEQUIUH drunkenness seen as an occupation / vuestra ocupación de borrachera (C for second pers. plural possessor)	<b>1992 Karttunen original:</b> possessed form; drunkenness seen as an occupation / vuestra ocupación de borrachera
1992-karttunen:004820	general	tlalhua-tl	tlalhuatl	inalienably possessed form; tendon / nervio, su tendon	inalienably possessed form; tendon / nervio, su tendon	inalienably possessed form: tendon / nervio, su tendon	<b>1992 Karttunen original:</b> TLALHUA-TL inalienably possessed form: -TLALHUAYŌ tendon / nervio (M), su tendon (Z for possessed form)	<b>1992 Karttunen original:</b> inalienably possessed form; tendon / nervio, su tendon
1992-karttunen:004834	general	tlāl-li	tlalli	inalienably possessed form; earth, land, property / tierra o heredad	inalienably possessed form; earth, land, property / tierra o heredad	inalienably possessed form: earth, land, property / tierra o heredad	<b>1992 Karttunen original:</b> TLĀL-LI inalienably possessed form: -TLĀLLŌ earth, land, property / tierra o heredad (M)	<b>1992 Karttunen original:</b> inalienably possessed form; earth, land, property / tierra o heredad
1992-karttunen:004842	general	-tlalnāmiquiya	tlalnamiquiya	necessarylly possessed form; one’s memory / mi memoria	necessarylly possessed form; one’s memory / mi memoria	necessarylly possessed form: one’s memory / mi memoria	<b>1992 Karttunen original:</b> -TLALNĀMIQUIYA necessarylly possessed form one’s memory / mi memoria (R for first pers. sg. possessor)	<b>1992 Karttunen original:</b> necessarylly possessed form; one’s memory / mi memoria
1992-karttunen:004965	general	-tlamiyāmpa	tlamiyampa	necessarily possessed form; to the end of something / a fines de	necessarily possessed form; to the end of something / a fines de	necessarily possessed form: to the end of something / a fines de	<b>1992 Karttunen original:</b> -TLAMIYĀMPA necessarily possessed form to the end of something / a fines de (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; to the end of something / a fines de
1992-karttunen:004966	general	-tlamiyān	tlamiyan	necessarily possessed form; the end of something / fin, término	necessarily possessed form; the end of something / fin, término	necessarily possessed form: the end of something / fin, término	<b>1992 Karttunen original:</b> -TLAMIYĀN necessarily possessed form the end of something / fin, término (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; the end of something / fin, término
1992-karttunen:004994	general	-tlancuacuayō	tlancuacuayo	only attested in possessed form; one’s molar tooth / su muela	only attested in possessed form; one’s molar tooth / su muela	only attested in possessed form: one’s molar tooth / su muela	<b>1992 Karttunen original:</b> -TLANCUACUAYŌ only attested in possessed form one’s molar tooth / su muela (T)	<b>1992 Karttunen original:</b> only attested in possessed form; one’s molar tooth / su muela
1992-karttunen:005015	general	-tlanequiya	tlanequiya	necessarily possessed form; one’s will, one’s desire / mi voluntad con que quiero algo	necessarily possessed form; one’s will, one’s desire / mi voluntad con que quiero algo	necessarily possessed form: one’s will, one’s desire / mi voluntad con que quiero algo	<b>1992 Karttunen original:</b> -TLANEQUIYA necessarily possessed form one’s will, one’s desire / mi voluntad con que quiero algo (C for first pers. sg. possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s will, one’s desire / mi voluntad con que quiero algo
1992-karttunen:005034	general	-tlannacatol	tlannacatol	only attested in possessed form; the gum of one’s mouth / su encía	only attested in possessed form; the gum of one’s mouth / su encía	only attested in possessed form: the gum of one’s mouth / su encía	<b>1992 Karttunen original:</b> -TLANNACATOL only attested in possessed form the gum of one’s mouth / su encía (T)	<b>1992 Karttunen original:</b> only attested in possessed form; the gum of one’s mouth / su encía
1992-karttunen:005083	general	-tlapalezzō	tlapalezzo	necessarily possessed form; one’s blood / su sangre	necessarily possessed form; one’s blood / su sangre	necessarily possessed form: one’s blood / su sangre	<b>1992 Karttunen original:</b> -TLAPALEZZŌ necessarily possessed form one’s blood / su sangre (T)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s blood / su sangre
1992-karttunen:005087	general	-tlapallō	tlapallo	inalienably possessed form; one’s blood / nuestra sangre	inalienably possessed form; one’s blood / nuestra sangre	inalienably possessed form: one’s blood / nuestra sangre	<b>1992 Karttunen original:</b> -TLAPALLŌ inalienably possessed form of TLAPAL-LI one’s blood / nuestra sangre (C for first pers. plural possessor)	<b>1992 Karttunen original:</b> inalienably possessed form; one’s blood / nuestra sangre
1992-karttunen:005157	general	-tlapohpolhuilōcā	tlapopolhuiloca	necessarily possessed form; pardon dispensed to someone / el perdón con que me perdonan	necessarily possessed form; pardon dispensed to someone / el perdón con que me perdonan	necessarily possessed form: pardon dispensed to someone / el perdón con que me perdonan	<b>1992 Karttunen original:</b> -TLAPOHPOLHUILŌCĀ necessarily possessed form pardon dispensed to someone / el perdón con que me perdonan (C for first pers. sg. possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; pardon dispensed to someone / el perdón con que me perdonan
1992-karttunen:005188	general	tlaquēm(i)-tl	tlaquemitl	possessed form; garment, wrap / vestidura o ropa	possessed form; garment, wrap / vestidura o ropa	possessed form: garment, wrap / vestidura o ropa	<b>1992 Karttunen original:</b> TLAQUĒM(I)-TL possessed form: -TLAQUĒN garment, wrap / vestidura o ropa (M)	<b>1992 Karttunen original:</b> possessed form; garment, wrap / vestidura o ropa
